catalog_version,entry_no,target_management_condition,major_category_text,industry_category_text,gb_code_fragments,source_basis,source_pdf,source_page,source_row_index,source_table_bbox,source_row_cells_bbox,source_cell_name,raw_condition,normalized_condition,applies_status,confidence,blocking_flags,confirmation_questions,permit_type,runtime_status,negative_semantic_markers,condition_polarity,predicate_operator_summary
2019,62,REGISTRATION,二十四、橡胶和塑料制品业29,塑料制品业292,292,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,12,3,"[46.56, 85.29, 794.78, 488.37]","[[264.20001220703125, 341.5400085449219, 441.25, 401.8399963378906], [264.20001220703125, 401.8399963378906, 441.25, 488.3699951171875], [441.25, 85.29000091552734, 618.1500244140625, 106.13999938964844], [441.25, 126.48999786376953, 618.1500244140625, 214.08999633789062], [441.25, 214.08999633789062, 618.1500244140625, 321.19000244140625]]",registration_management_condition,其他,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}]",ELSE_CONDITION,MEDIUM,"[""else_condition_requires_peer_condition_exclusion""]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,63,KEY,二十五、非金属矿物制品业30,"水泥、石灰和石膏制造301，石膏、水
泥制品及类似制品制造302",301;302,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,12,5,"[46.56, 85.29, 794.78, 488.37]",[],key_management_condition,水泥（熟料）制造,[],APPLIES_IF_CONDITION_MET,MEDIUM,"[""need_human_normalization""]","[""请根据名录原文、环评、批复、排污许可、登记回执和现场事实确认该管理条件是否适用。""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,63,SIMPLIFIED,二十五、非金属矿物制品业30,"水泥、石灰和石膏制造301，石膏、水
泥制品及类似制品制造302",301;302,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,12,5,"[46.56, 85.29, 794.78, 488.37]",[],simplified_management_condition,水泥粉磨站、石灰和石膏制造3012,"[{""predicate_type"": ""numeric_condition_token"", ""token"": ""3012"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""、石灰和石膏制造3012""}]",APPLIES_IF_CONDITION_MET,LOW,"[""condition_contains_industry_code_candidate_review_needed""]","[""请根据名录原文、环评、批复、排污许可、登记回执和现场事实确认该管理条件是否适用。""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,63,REGISTRATION,二十五、非金属矿物制品业30,"水泥、石灰和石膏制造301，石膏、水
泥制品及类似制品制造302",301;302,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,12,5,"[46.56, 85.29, 794.78, 488.37]",[],registration_management_condition,水泥制品制造 3021，砼结构构件制造 3022，石棉水泥制品制造3023，轻质建 筑材料制造3024，其他水泥类似制品制 造3029,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3021"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""水泥制品制造3021，砼结构构件制造""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3022"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""，砼结构构件制造3022，石棉水泥制品制""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3023"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""石棉水泥制品制造3023，轻质建筑材料制""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3024"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""轻质建筑材料制造3024，其他水泥类似制""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3029"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""水泥类似制品制造3029""}]",ELSE_CONDITION,LOW,"[""else_condition_requires_peer_condition_exclusion"", ""condition_contains_industry_code_candidate_review_needed""]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,64,KEY,二十五、非金属矿物制品业30,砖瓦、石材等建筑材料制造303,303,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,12,6,"[46.56, 85.29, 794.78, 488.37]",[],key_management_condition,粘土砖瓦及建筑砌块制造3031（以煤 或者煤矸石为燃料的烧结砖瓦）,"[{""predicate_type"": ""numeric_condition_token"", ""token"": ""3031"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""KEY"", ""confidence"": ""LOW"", ""raw_fragment"": ""瓦及建筑砌块制造3031（以煤或者煤矸石""}]",APPLIES_IF_CONDITION_MET,LOW,"[""condition_contains_industry_code_candidate_review_needed""]","[""请根据名录原文、环评、批复、排污许可、登记回执和现场事实确认该管理条件是否适用。""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,64,SIMPLIFIED,二十五、非金属矿物制品业30,砖瓦、石材等建筑材料制造303,303,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,12,6,"[46.56, 85.29, 794.78, 488.37]",[],simplified_management_condition,粘土砖瓦及建筑砌块制造3031（除以 煤或者煤矸石为燃料的烧结砖瓦以 外的），建筑用石加工3032，防水建 筑材料制造3033，隔热和隔音材料制 造3034，其他建筑材料制造3039， 以上均不含仅切割加工的,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3031"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""瓦及建筑砌块制造3031（除以煤或者煤矸""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3032"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""），建筑用石加工3032，防水建筑材料制""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3033"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""防水建筑材料制造3033，隔热和隔音材料""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3034"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""热和隔音材料制造3034，其他建筑材料制""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3039"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""其他建筑材料制造3039，以上均不含仅切""}]",ELSE_CONDITION,LOW,"[""else_condition_requires_peer_condition_exclusion"", ""condition_contains_industry_code_candidate_review_needed"", ""contains_negative_or_exclusion_semantics""]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,"[""除"", ""不含"", ""以外""]",contains_exclusion_semantics,
2019,64,REGISTRATION,二十五、非金属矿物制品业30,砖瓦、石材等建筑材料制造303,303,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,12,6,"[46.56, 85.29, 794.78, 488.37]",[],registration_management_condition,仅切割加工的,[],APPLIES_IF_CONDITION_MET,MEDIUM,"[""need_human_normalization""]","[""请根据名录原文、环评、批复、排污许可、登记回执和现场事实确认该管理条件是否适用。""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,65,KEY,二十五、非金属矿物制品业30,玻璃制造304,304,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,13,1,"[46.56, 85.29, 794.78, 490.82]","[[46.55999946594238, 286.239990234375, 80.0, 331.19000244140625], [46.55999946594238, 331.19000244140625, 80.0, 388.69000244140625], [46.55999946594238, 388.69000244140625, 794.7766723632812, 409.0400085449219], [46.55999946594238, 409.0400085449219, 80.0, 429.3900146484375], [46.55999946594238, 429.3900146484375, 80.0, 449.739990234375]]",key_management_condition,平板玻璃制造3041,"[{""predicate_type"": ""numeric_condition_token"", ""token"": ""3041"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""KEY"", ""confidence"": ""LOW"", ""raw_fragment"": ""平板玻璃制造3041""}]",APPLIES_IF_CONDITION_MET,LOW,"[""condition_contains_industry_code_candidate_review_needed""]","[""请根据名录原文、环评、批复、排污许可、登记回执和现场事实确认该管理条件是否适用。""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,65,SIMPLIFIED,二十五、非金属矿物制品业30,玻璃制造304,304,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,13,1,"[46.56, 85.29, 794.78, 490.82]","[[46.55999946594238, 286.239990234375, 80.0, 331.19000244140625], [46.55999946594238, 331.19000244140625, 80.0, 388.69000244140625], [46.55999946594238, 388.69000244140625, 794.7766723632812, 409.0400085449219], [46.55999946594238, 409.0400085449219, 80.0, 429.3900146484375], [46.55999946594238, 429.3900146484375, 80.0, 449.739990234375]]",simplified_management_condition,特种玻璃制造3042,"[{""predicate_type"": ""numeric_condition_token"", ""token"": ""3042"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""特种玻璃制造3042""}]",APPLIES_IF_CONDITION_MET,LOW,"[""condition_contains_industry_code_candidate_review_needed""]","[""请根据名录原文、环评、批复、排污许可、登记回执和现场事实确认该管理条件是否适用。""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,65,REGISTRATION,二十五、非金属矿物制品业30,玻璃制造304,304,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,13,1,"[46.56, 85.29, 794.78, 490.82]","[[46.55999946594238, 286.239990234375, 80.0, 331.19000244140625], [46.55999946594238, 331.19000244140625, 80.0, 388.69000244140625], [46.55999946594238, 388.69000244140625, 794.7766723632812, 409.0400085449219], [46.55999946594238, 409.0400085449219, 80.0, 429.3900146484375], [46.55999946594238, 429.3900146484375, 80.0, 449.739990234375]]",registration_management_condition,其他玻璃制造3049,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3049"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""其他玻璃制造3049""}]",ELSE_CONDITION,LOW,"[""else_condition_requires_peer_condition_exclusion"", ""condition_contains_industry_code_candidate_review_needed""]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,66,KEY,二十五、非金属矿物制品业30,玻璃制品制造305,305,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,13,2,"[46.56, 85.29, 794.78, 490.82]","[[46.55999946594238, 449.739990234375, 80.0, 470.0899963378906], [46.55999946594238, 470.0899963378906, 80.0, 490.8199920654297], [80.0, 85.29000091552734, 264.20001220703125, 106.13999938964844], [80.0, 106.13999938964844, 264.20001220703125, 134.94000244140625], [80.0, 134.94000244140625, 264.20001220703125, 162.69000244140625]]",key_management_condition,以煤、石油焦、油和发生炉煤气为燃 料的,[],APPLIES_IF_CONDITION_MET,MEDIUM,"[""need_human_normalization""]","[""请根据名录原文、环评、批复、排污许可、登记回执和现场事实确认该管理条件是否适用。""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,66,SIMPLIFIED,二十五、非金属矿物制品业30,玻璃制品制造305,305,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,13,2,"[46.56, 85.29, 794.78, 490.82]","[[46.55999946594238, 449.739990234375, 80.0, 470.0899963378906], [46.55999946594238, 470.0899963378906, 80.0, 490.8199920654297], [80.0, 85.29000091552734, 264.20001220703125, 106.13999938964844], [80.0, 106.13999938964844, 264.20001220703125, 134.94000244140625], [80.0, 134.94000244140625, 264.20001220703125, 162.69000244140625]]",simplified_management_condition,以天然气为燃料的,[],APPLIES_IF_CONDITION_MET,MEDIUM,"[""need_human_normalization""]","[""请根据名录原文、环评、批复、排污许可、登记回执和现场事实确认该管理条件是否适用。""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,66,REGISTRATION,二十五、非金属矿物制品业30,玻璃制品制造305,305,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,13,2,"[46.56, 85.29, 794.78, 490.82]","[[46.55999946594238, 449.739990234375, 80.0, 470.0899963378906], [46.55999946594238, 470.0899963378906, 80.0, 490.8199920654297], [80.0, 85.29000091552734, 264.20001220703125, 106.13999938964844], [80.0, 106.13999938964844, 264.20001220703125, 134.94000244140625], [80.0, 134.94000244140625, 264.20001220703125, 162.69000244140625]]",registration_management_condition,其他,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}]",ELSE_CONDITION,MEDIUM,"[""else_condition_requires_peer_condition_exclusion""]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,67,KEY,二十五、非金属矿物制品业30,"玻璃纤维和玻璃纤维增强塑料制品制
造306",306,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,13,3,"[46.56, 85.29, 794.78, 490.82]","[[80.0, 162.69000244140625, 264.20001220703125, 190.38999938964844], [80.0, 190.38999938964844, 264.20001220703125, 286.239990234375], [80.0, 286.239990234375, 264.20001220703125, 331.19000244140625], [80.0, 331.19000244140625, 264.20001220703125, 388.69000244140625], [80.0, 409.0400085449219, 264.20001220703125, 429.3900146484375]]",key_management_condition,以煤、石油焦、油和发生炉煤气为燃 料的,[],APPLIES_IF_CONDITION_MET,MEDIUM,"[""need_human_normalization""]","[""请根据名录原文、环评、批复、排污许可、登记回执和现场事实确认该管理条件是否适用。""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,67,SIMPLIFIED,二十五、非金属矿物制品业30,"玻璃纤维和玻璃纤维增强塑料制品制
造306",306,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,13,3,"[46.56, 85.29, 794.78, 490.82]","[[80.0, 162.69000244140625, 264.20001220703125, 190.38999938964844], [80.0, 190.38999938964844, 264.20001220703125, 286.239990234375], [80.0, 286.239990234375, 264.20001220703125, 331.19000244140625], [80.0, 331.19000244140625, 264.20001220703125, 388.69000244140625], [80.0, 409.0400085449219, 264.20001220703125, 429.3900146484375]]",simplified_management_condition,以天然气为燃料的,[],APPLIES_IF_CONDITION_MET,MEDIUM,"[""need_human_normalization""]","[""请根据名录原文、环评、批复、排污许可、登记回执和现场事实确认该管理条件是否适用。""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,67,REGISTRATION,二十五、非金属矿物制品业30,"玻璃纤维和玻璃纤维增强塑料制品制
造306",306,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,13,3,"[46.56, 85.29, 794.78, 490.82]","[[80.0, 162.69000244140625, 264.20001220703125, 190.38999938964844], [80.0, 190.38999938964844, 264.20001220703125, 286.239990234375], [80.0, 286.239990234375, 264.20001220703125, 331.19000244140625], [80.0, 331.19000244140625, 264.20001220703125, 388.69000244140625], [80.0, 409.0400085449219, 264.20001220703125, 429.3900146484375]]",registration_management_condition,其他,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}]",ELSE_CONDITION,MEDIUM,"[""else_condition_requires_peer_condition_exclusion""]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,68,KEY,二十五、非金属矿物制品业30,陶瓷制品制造307,307,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,13,4,"[46.56, 85.29, 794.78, 490.82]","[[80.0, 429.3900146484375, 264.20001220703125, 449.739990234375], [80.0, 449.739990234375, 264.20001220703125, 470.0899963378906], [80.0, 470.0899963378906, 264.20001220703125, 490.8199920654297], [264.20001220703125, 85.29000091552734, 441.25, 106.13999938964844], [264.20001220703125, 106.13999938964844, 441.25, 134.94000244140625]]",key_management_condition,建筑陶瓷制品制造3071（以煤、石油 焦、油和发生炉煤气为燃料的），卫 生陶瓷制品制造3072（年产150 万件 及以上的），日用陶瓷制品制造3074 （年产250 万件及以上的）,"[{""predicate_type"": ""threshold"", ""metric"": ""annual_output"", ""operator"": ""gte"", ""value"": 1500000, ""unit"": ""piece_per_year"", ""inclusive"": true, ""target_management"": ""KEY"", ""raw_fragment"": ""卫生陶瓷制品制造3072（年产150万件及以上"", ""metric_source_keyword"": ""年产"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_output"", ""operator"": ""gte"", ""value"": 2500000, ""unit"": ""piece_per_year"", ""inclusive"": true, ""target_management"": ""KEY"", ""raw_fragment"": ""日用陶瓷制品制造3074（年产250万件及以上"", ""metric_source_keyword"": ""年产"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3071"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""KEY"", ""confidence"": ""LOW"", ""raw_fragment"": ""建筑陶瓷制品制造3071（以煤、石油焦、""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3072"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""KEY"", ""confidence"": ""HIGH"", ""raw_fragment"": ""卫生陶瓷制品制造3072（年产150万件""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""150"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""KEY"", ""confidence"": ""HIGH"", ""raw_fragment"": ""造3072（年产150万件及以上的），""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3074"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""KEY"", ""confidence"": ""HIGH"", ""raw_fragment"": ""日用陶瓷制品制造3074（年产250万件""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""250"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""KEY"", ""confidence"": ""HIGH"", ""raw_fragment"": ""造3074（年产250万件及以上的）""}]",APPLIES_IF_CONDITION_MET,LOW,"[""condition_contains_industry_code_candidate_review_needed""]","[""请确认 annual_output 对应的实际规模/用量/产能，并提供证据。""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,68,SIMPLIFIED,二十五、非金属矿物制品业30,陶瓷制品制造307,307,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,13,4,"[46.56, 85.29, 794.78, 490.82]","[[80.0, 429.3900146484375, 264.20001220703125, 449.739990234375], [80.0, 449.739990234375, 264.20001220703125, 470.0899963378906], [80.0, 470.0899963378906, 264.20001220703125, 490.8199920654297], [264.20001220703125, 85.29000091552734, 441.25, 106.13999938964844], [264.20001220703125, 106.13999938964844, 441.25, 134.94000244140625]]",simplified_management_condition,建筑陶瓷制品制造3071（以天然气为 燃料的）,"[{""predicate_type"": ""numeric_condition_token"", ""token"": ""3071"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""建筑陶瓷制品制造3071（以天然气为燃料""}]",APPLIES_IF_CONDITION_MET,LOW,"[""condition_contains_industry_code_candidate_review_needed""]","[""请根据名录原文、环评、批复、排污许可、登记回执和现场事实确认该管理条件是否适用。""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,68,REGISTRATION,二十五、非金属矿物制品业30,陶瓷制品制造307,307,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,13,4,"[46.56, 85.29, 794.78, 490.82]","[[80.0, 429.3900146484375, 264.20001220703125, 449.739990234375], [80.0, 449.739990234375, 264.20001220703125, 470.0899963378906], [80.0, 470.0899963378906, 264.20001220703125, 490.8199920654297], [264.20001220703125, 85.29000091552734, 441.25, 106.13999938964844], [264.20001220703125, 106.13999938964844, 441.25, 134.94000244140625]]",registration_management_condition,建筑陶瓷制品制造3071（除重点管理、 简化管理以外的），卫生陶瓷制品制造 3072（年产150 万件以下的），日用陶 瓷制品制造 3074（年产 250 万件以下 的），特种陶瓷制品制造3073，陈设艺 术陶瓷制造3075，园艺陶瓷制造3076， 其他陶瓷制品制造3079,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_output"", ""operator"": ""lt"", ""value"": 1500000, ""unit"": ""piece_per_year"", ""inclusive"": false, ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""卫生陶瓷制品制造3072（年产150万件以下"", ""metric_source_keyword"": ""年产"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_output"", ""operator"": ""lt"", ""value"": 2500000, ""unit"": ""piece_per_year"", ""inclusive"": false, ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""日用陶瓷制品制造3074（年产250万件以下"", ""metric_source_keyword"": ""年产"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3071"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""建筑陶瓷制品制造3071（除重点管理、简""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3072"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""REGISTRATION"", ""confidence"": ""HIGH"", ""raw_fragment"": ""卫生陶瓷制品制造3072（年产150万件""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""150"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""REGISTRATION"", ""confidence"": ""HIGH"", ""raw_fragment"": ""造3072（年产150万件以下的），日""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3074"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""REGISTRATION"", ""confidence"": ""HIGH"", ""raw_fragment"": ""日用陶瓷制品制造3074（年产250万件""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""250"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""REGISTRATION"", ""confidence"": ""HIGH"", ""raw_fragment"": ""造3074（年产250万件以下的），特""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3073"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""特种陶瓷制品制造3073，陈设艺术陶瓷制""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3075"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""陈设艺术陶瓷制造3075，园艺陶瓷制造3""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3076"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""5，园艺陶瓷制造3076，其他陶瓷制品制""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3079"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""其他陶瓷制品制造3079""}]",ELSE_CONDITION,LOW,"[""else_condition_requires_peer_condition_exclusion"", ""condition_contains_industry_code_candidate_review_needed"", ""contains_negative_or_exclusion_semantics""]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""请确认 annual_output 对应的实际规模/用量/产能，并提供证据。""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,"[""除"", ""以外""]",contains_exclusion_semantics,
