link_id,baseline_entry_id,source_id,source_doc_title,source_standard_no_canonical,domain,source_role,link_type,target_kind,target_id,target_label,mapping_method,mapping_confidence,evidence_text,content_usability_flag,content_gate_status,human_review_label,gate_status,runtime_status,final_state,runtime_integration,candidate_only,radiation_all_industry_default_blocked,source_hash
PSL-V8_6-00395,PDB-V8_5-0076,PDS-V8_0-0076,屠宰与肉类加工废水治理工程技术规范 HJ 2004-2010,HJ 2004-2010,water,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,NEW_SCN_TAILINGS_CANDIDATE,尾矿库、尾矿输送与回水渗滤液候选场景,DOMAIN_MEDIA_SEED,LOW,domain=water; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=屠宰与肉类加工废水治理工程技术规范 HJ 2004-2010,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,8e86e4fae2df221dc000e3543360dc10a6014f192d63c397da47c2276df8dcd6
PSL-V8_6-00396,PDB-V8_5-0076,PDS-V8_0-0076,屠宰与肉类加工废水治理工程技术规范 HJ 2004-2010,HJ 2004-2010,water,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCORE13,S06,环保治理设施运行情况,ROLE_RULE,MEDIUM,source_role=TREATMENT_TECHNICAL_SPEC_SOURCE -> S06,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,8e86e4fae2df221dc000e3543360dc10a6014f192d63c397da47c2276df8dcd6
PSL-V8_6-00397,PDB-V8_5-0077,PDS-V8_0-0077,序批式活性污泥法污水处理工程技术规范 HJ 577-2010,HJ 577-2010,water,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,water,water,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=water,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,0cfc966d3d0bd59bb4f02796eeda6f3c5ffd66a9cda4fc3b79947f48baf1fdd3
PSL-V8_6-00398,PDB-V8_5-0077,PDS-V8_0-0077,序批式活性污泥法污水处理工程技术规范 HJ 577-2010,HJ 577-2010,water,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_WW_PROCESS_AND_TREATMENT,生产/医疗/清洗废水与污水处理设施,DOMAIN_MEDIA_SEED,LOW,domain=water; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=序批式活性污泥法污水处理工程技术规范 HJ 577-2010,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,0cfc966d3d0bd59bb4f02796eeda6f3c5ffd66a9cda4fc3b79947f48baf1fdd3
PSL-V8_6-00399,PDB-V8_5-0077,PDS-V8_0-0077,序批式活性污泥法污水处理工程技术规范 HJ 577-2010,HJ 577-2010,water,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,NEW_SCN_WASTE_DISPOSAL_CANDIDATE,垃圾焚烧、填埋与渗滤液飞灰候选场景,DOMAIN_MEDIA_SEED,LOW,domain=water; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=序批式活性污泥法污水处理工程技术规范 HJ 577-2010,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,0cfc966d3d0bd59bb4f02796eeda6f3c5ffd66a9cda4fc3b79947f48baf1fdd3
PSL-V8_6-00400,PDB-V8_5-0077,PDS-V8_0-0077,序批式活性污泥法污水处理工程技术规范 HJ 577-2010,HJ 577-2010,water,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,NEW_SCN_TAILINGS_CANDIDATE,尾矿库、尾矿输送与回水渗滤液候选场景,DOMAIN_MEDIA_SEED,LOW,domain=water; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=序批式活性污泥法污水处理工程技术规范 HJ 577-2010,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,0cfc966d3d0bd59bb4f02796eeda6f3c5ffd66a9cda4fc3b79947f48baf1fdd3
PSL-V8_6-00401,PDB-V8_5-0077,PDS-V8_0-0077,序批式活性污泥法污水处理工程技术规范 HJ 577-2010,HJ 577-2010,water,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCORE13,S06,环保治理设施运行情况,ROLE_RULE,MEDIUM,source_role=TREATMENT_TECHNICAL_SPEC_SOURCE -> S06,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,0cfc966d3d0bd59bb4f02796eeda6f3c5ffd66a9cda4fc3b79947f48baf1fdd3
PSL-V8_6-00402,PDB-V8_5-0077,PDS-V8_0-0077,序批式活性污泥法污水处理工程技术规范 HJ 577-2010,HJ 577-2010,water,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_APPLIES_TO_INDUSTRY,INDUSTRY,4620,污水处理及其再生利用,TITLE_INDUSTRY_MATCH,LOW,title=序批式活性污泥法污水处理工程技术规范 HJ 577-2010; matched industry=4620 污水处理及其再生利用,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_INDUSTRY_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,0cfc966d3d0bd59bb4f02796eeda6f3c5ffd66a9cda4fc3b79947f48baf1fdd3
PSL-V8_6-00403,PDB-V8_5-0078,PDS-V8_0-0078,弹药装药行业水污染物排放标准(GB 14470.3--2011),GB 14470.3-2011,water,EMISSION_STANDARD_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,water,water,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=water,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,85e877aac0a6449b1aaaa1a997712830b245789dad2f8a6497b8cf3def3c0303
PSL-V8_6-00404,PDB-V8_5-0078,PDS-V8_0-0078,弹药装药行业水污染物排放标准(GB 14470.3--2011),GB 14470.3-2011,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,SCN_WW_PROCESS_AND_TREATMENT,生产/医疗/清洗废水与污水处理设施,DOMAIN_MEDIA_SEED,LOW,domain=water; role=EMISSION_STANDARD_SOURCE; title=弹药装药行业水污染物排放标准(GB 14470.3--2011),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,85e877aac0a6449b1aaaa1a997712830b245789dad2f8a6497b8cf3def3c0303
PSL-V8_6-00405,PDB-V8_5-0078,PDS-V8_0-0078,弹药装药行业水污染物排放标准(GB 14470.3--2011),GB 14470.3-2011,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,NEW_SCN_WASTE_DISPOSAL_CANDIDATE,垃圾焚烧、填埋与渗滤液飞灰候选场景,DOMAIN_MEDIA_SEED,LOW,domain=water; role=EMISSION_STANDARD_SOURCE; title=弹药装药行业水污染物排放标准(GB 14470.3--2011),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,85e877aac0a6449b1aaaa1a997712830b245789dad2f8a6497b8cf3def3c0303
PSL-V8_6-00406,PDB-V8_5-0078,PDS-V8_0-0078,弹药装药行业水污染物排放标准(GB 14470.3--2011),GB 14470.3-2011,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,NEW_SCN_TAILINGS_CANDIDATE,尾矿库、尾矿输送与回水渗滤液候选场景,DOMAIN_MEDIA_SEED,LOW,domain=water; role=EMISSION_STANDARD_SOURCE; title=弹药装药行业水污染物排放标准(GB 14470.3--2011),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,85e877aac0a6449b1aaaa1a997712830b245789dad2f8a6497b8cf3def3c0303
PSL-V8_6-00407,PDB-V8_5-0078,PDS-V8_0-0078,弹药装药行业水污染物排放标准(GB 14470.3--2011),GB 14470.3-2011,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCORE13,S10,废水、废气、噪声、废渣排放及处置情况,ROLE_RULE,MEDIUM,source_role=EMISSION_STANDARD_SOURCE -> S10,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,85e877aac0a6449b1aaaa1a997712830b245789dad2f8a6497b8cf3def3c0303
PSL-V8_6-00408,PDB-V8_5-0079,PDS-V8_0-0080,提取类制药工业水污染物排放标准(GB 21905-2008),GB 21905-2008,water,EMISSION_STANDARD_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,water,water,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=water,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,74381d5728d00e89778bfc4eebf9cb6b40f6a92b805ca249ca64e1216afa8f2d
PSL-V8_6-00409,PDB-V8_5-0079,PDS-V8_0-0080,提取类制药工业水污染物排放标准(GB 21905-2008),GB 21905-2008,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,SCN_WW_PROCESS_AND_TREATMENT,生产/医疗/清洗废水与污水处理设施,DOMAIN_MEDIA_SEED,LOW,domain=water; role=EMISSION_STANDARD_SOURCE; title=提取类制药工业水污染物排放标准(GB 21905-2008),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,74381d5728d00e89778bfc4eebf9cb6b40f6a92b805ca249ca64e1216afa8f2d
PSL-V8_6-00410,PDB-V8_5-0079,PDS-V8_0-0080,提取类制药工业水污染物排放标准(GB 21905-2008),GB 21905-2008,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,NEW_SCN_WASTE_DISPOSAL_CANDIDATE,垃圾焚烧、填埋与渗滤液飞灰候选场景,DOMAIN_MEDIA_SEED,LOW,domain=water; role=EMISSION_STANDARD_SOURCE; title=提取类制药工业水污染物排放标准(GB 21905-2008),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,74381d5728d00e89778bfc4eebf9cb6b40f6a92b805ca249ca64e1216afa8f2d
PSL-V8_6-00411,PDB-V8_5-0079,PDS-V8_0-0080,提取类制药工业水污染物排放标准(GB 21905-2008),GB 21905-2008,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,NEW_SCN_TAILINGS_CANDIDATE,尾矿库、尾矿输送与回水渗滤液候选场景,DOMAIN_MEDIA_SEED,LOW,domain=water; role=EMISSION_STANDARD_SOURCE; title=提取类制药工业水污染物排放标准(GB 21905-2008),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,74381d5728d00e89778bfc4eebf9cb6b40f6a92b805ca249ca64e1216afa8f2d
PSL-V8_6-00412,PDB-V8_5-0079,PDS-V8_0-0080,提取类制药工业水污染物排放标准(GB 21905-2008),GB 21905-2008,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCORE13,S10,废水、废气、噪声、废渣排放及处置情况,ROLE_RULE,MEDIUM,source_role=EMISSION_STANDARD_SOURCE -> S10,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,74381d5728d00e89778bfc4eebf9cb6b40f6a92b805ca249ca64e1216afa8f2d
PSL-V8_6-00413,PDB-V8_5-0080,PDS-V8_0-0082,柠檬酸工业水污染物排放标准(GB 19430-2013，含2024年修改单),GB 19430-2013,water,EMISSION_STANDARD_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,water,water,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=water,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,acd1c3bf04e5cb27ed7c5c22c240cfbf969790e6eb1d133f7f3347d453f13183
PSL-V8_6-00414,PDB-V8_5-0080,PDS-V8_0-0082,柠檬酸工业水污染物排放标准(GB 19430-2013，含2024年修改单),GB 19430-2013,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,SCN_WW_PROCESS_AND_TREATMENT,生产/医疗/清洗废水与污水处理设施,DOMAIN_MEDIA_SEED,LOW,domain=water; role=EMISSION_STANDARD_SOURCE; title=柠檬酸工业水污染物排放标准(GB 19430-2013，含2024年修改单),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,acd1c3bf04e5cb27ed7c5c22c240cfbf969790e6eb1d133f7f3347d453f13183
PSL-V8_6-00415,PDB-V8_5-0080,PDS-V8_0-0082,柠檬酸工业水污染物排放标准(GB 19430-2013，含2024年修改单),GB 19430-2013,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,NEW_SCN_WASTE_DISPOSAL_CANDIDATE,垃圾焚烧、填埋与渗滤液飞灰候选场景,DOMAIN_MEDIA_SEED,LOW,domain=water; role=EMISSION_STANDARD_SOURCE; title=柠檬酸工业水污染物排放标准(GB 19430-2013，含2024年修改单),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,acd1c3bf04e5cb27ed7c5c22c240cfbf969790e6eb1d133f7f3347d453f13183
PSL-V8_6-00416,PDB-V8_5-0080,PDS-V8_0-0082,柠檬酸工业水污染物排放标准(GB 19430-2013，含2024年修改单),GB 19430-2013,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,NEW_SCN_TAILINGS_CANDIDATE,尾矿库、尾矿输送与回水渗滤液候选场景,DOMAIN_MEDIA_SEED,LOW,domain=water; role=EMISSION_STANDARD_SOURCE; title=柠檬酸工业水污染物排放标准(GB 19430-2013，含2024年修改单),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,acd1c3bf04e5cb27ed7c5c22c240cfbf969790e6eb1d133f7f3347d453f13183
PSL-V8_6-00417,PDB-V8_5-0080,PDS-V8_0-0082,柠檬酸工业水污染物排放标准(GB 19430-2013，含2024年修改单),GB 19430-2013,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCORE13,S10,废水、废气、噪声、废渣排放及处置情况,ROLE_RULE,MEDIUM,source_role=EMISSION_STANDARD_SOURCE -> S10,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,acd1c3bf04e5cb27ed7c5c22c240cfbf969790e6eb1d133f7f3347d453f13183
PSL-V8_6-00418,PDB-V8_5-0081,PDS-V8_0-0083,毛纺工业水污染物排放标准(GB 28937 -2012),GB 28937-2012,water,EMISSION_STANDARD_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,water,water,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=water,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,c2864311abbcf8b9835d261649eb23cfd3b131986838456c35dd4f4a6707e26f
PSL-V8_6-00419,PDB-V8_5-0081,PDS-V8_0-0083,毛纺工业水污染物排放标准(GB 28937 -2012),GB 28937-2012,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,SCN_WW_PROCESS_AND_TREATMENT,生产/医疗/清洗废水与污水处理设施,DOMAIN_MEDIA_SEED,LOW,domain=water; role=EMISSION_STANDARD_SOURCE; title=毛纺工业水污染物排放标准(GB 28937 -2012),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,c2864311abbcf8b9835d261649eb23cfd3b131986838456c35dd4f4a6707e26f
PSL-V8_6-00420,PDB-V8_5-0081,PDS-V8_0-0083,毛纺工业水污染物排放标准(GB 28937 -2012),GB 28937-2012,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,NEW_SCN_WASTE_DISPOSAL_CANDIDATE,垃圾焚烧、填埋与渗滤液飞灰候选场景,DOMAIN_MEDIA_SEED,LOW,domain=water; role=EMISSION_STANDARD_SOURCE; title=毛纺工业水污染物排放标准(GB 28937 -2012),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,c2864311abbcf8b9835d261649eb23cfd3b131986838456c35dd4f4a6707e26f
PSL-V8_6-00421,PDB-V8_5-0081,PDS-V8_0-0083,毛纺工业水污染物排放标准(GB 28937 -2012),GB 28937-2012,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCENARIO,NEW_SCN_TAILINGS_CANDIDATE,尾矿库、尾矿输送与回水渗滤液候选场景,DOMAIN_MEDIA_SEED,LOW,domain=water; role=EMISSION_STANDARD_SOURCE; title=毛纺工业水污染物排放标准(GB 28937 -2012),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,c2864311abbcf8b9835d261649eb23cfd3b131986838456c35dd4f4a6707e26f
PSL-V8_6-00422,PDB-V8_5-0081,PDS-V8_0-0083,毛纺工业水污染物排放标准(GB 28937 -2012),GB 28937-2012,water,EMISSION_STANDARD_SOURCE,STANDARD_SETS_EMISSION_LIMIT,SCORE13,S10,废水、废气、噪声、废渣排放及处置情况,ROLE_RULE,MEDIUM,source_role=EMISSION_STANDARD_SOURCE -> S10,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,c2864311abbcf8b9835d261649eb23cfd3b131986838456c35dd4f4a6707e26f
PSL-V8_6-00423,PDB-V8_5-0082,PDS-V8_0-0084,氧化沟活性污泥法污水处理工程技术规范 HJ 578-2010,HJ 578-2010,water,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,water,water,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=water,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,983135adb7cd9c9fe6286f8862127c9f867362c2d6463265a0a39ee4bc57c9e0
PSL-V8_6-00424,PDB-V8_5-0082,PDS-V8_0-0084,氧化沟活性污泥法污水处理工程技术规范 HJ 578-2010,HJ 578-2010,water,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_WW_PROCESS_AND_TREATMENT,生产/医疗/清洗废水与污水处理设施,DOMAIN_MEDIA_SEED,LOW,domain=water; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=氧化沟活性污泥法污水处理工程技术规范 HJ 578-2010,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,983135adb7cd9c9fe6286f8862127c9f867362c2d6463265a0a39ee4bc57c9e0
PSL-V8_6-00425,PDB-V8_5-0082,PDS-V8_0-0084,氧化沟活性污泥法污水处理工程技术规范 HJ 578-2010,HJ 578-2010,water,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,NEW_SCN_WASTE_DISPOSAL_CANDIDATE,垃圾焚烧、填埋与渗滤液飞灰候选场景,DOMAIN_MEDIA_SEED,LOW,domain=water; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=氧化沟活性污泥法污水处理工程技术规范 HJ 578-2010,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,983135adb7cd9c9fe6286f8862127c9f867362c2d6463265a0a39ee4bc57c9e0
PSL-V8_6-00426,PDB-V8_5-0082,PDS-V8_0-0084,氧化沟活性污泥法污水处理工程技术规范 HJ 578-2010,HJ 578-2010,water,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,NEW_SCN_TAILINGS_CANDIDATE,尾矿库、尾矿输送与回水渗滤液候选场景,DOMAIN_MEDIA_SEED,LOW,domain=water; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=氧化沟活性污泥法污水处理工程技术规范 HJ 578-2010,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,983135adb7cd9c9fe6286f8862127c9f867362c2d6463265a0a39ee4bc57c9e0
PSL-V8_6-00427,PDB-V8_5-0082,PDS-V8_0-0084,氧化沟活性污泥法污水处理工程技术规范 HJ 578-2010,HJ 578-2010,water,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCORE13,S06,环保治理设施运行情况,ROLE_RULE,MEDIUM,source_role=TREATMENT_TECHNICAL_SPEC_SOURCE -> S06,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,983135adb7cd9c9fe6286f8862127c9f867362c2d6463265a0a39ee4bc57c9e0
PSL-V8_6-00428,PDB-V8_5-0082,PDS-V8_0-0084,氧化沟活性污泥法污水处理工程技术规范 HJ 578-2010,HJ 578-2010,water,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_APPLIES_TO_INDUSTRY,INDUSTRY,4620,污水处理及其再生利用,TITLE_INDUSTRY_MATCH,LOW,title=氧化沟活性污泥法污水处理工程技术规范 HJ 578-2010; matched industry=4620 污水处理及其再生利用,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_INDUSTRY_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,983135adb7cd9c9fe6286f8862127c9f867362c2d6463265a0a39ee4bc57c9e0
PSL-V8_6-00429,PDB-V8_5-0083,PDS-V8_0-0085,氮肥工业废水治理工程技术规范 （HJ 1277—2023）,HJ 1277-2023,water,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,water,water,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=water,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,7d4bdf744668f230dee093c489ecfe75c241bcd72f842a54c2ea43c4aede871e
