catalog_entry_no,major_category_text,industry_category_text,gb_code_fragments,target_management,candidate_code,candidate_code_level,matched_industry_name,raw_fragment,raw_condition,review_status,review_question,source_basis,confidence,runtime_status,source_page
60,二十三、化学纤维制造业28,"纤维素纤维原料及纤维制造281，合成
纤维制造282，生物基材料制造283",281;282;283,KEY,2822,class,涤纶纤维制造,1，涤纶纤维制造2822，腈纶纤维制造2,化纤浆粕制造2811，人造纤维（纤维 素纤维）制造 2812，锦纶纤维制造 2821，涤纶纤维制造2822，腈纶纤维 制造2823，维纶纤维制造2824，氨 纶纤维制造2826，其他合成纤维制造 2829，生物基化学纤维制造2831（莱 赛尔纤维制造）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
60,二十三、化学纤维制造业28,"纤维素纤维原料及纤维制造281，合成
纤维制造282，生物基材料制造283",281;282;283,KEY,2823,class,腈纶纤维制造,2，腈纶纤维制造2823，维纶纤维制造2,化纤浆粕制造2811，人造纤维（纤维 素纤维）制造 2812，锦纶纤维制造 2821，涤纶纤维制造2822，腈纶纤维 制造2823，维纶纤维制造2824，氨 纶纤维制造2826，其他合成纤维制造 2829，生物基化学纤维制造2831（莱 赛尔纤维制造）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
60,二十三、化学纤维制造业28,"纤维素纤维原料及纤维制造281，合成
纤维制造282，生物基材料制造283",281;282;283,KEY,2824,class,维纶纤维制造,3，维纶纤维制造2824，氨纶纤维制造2,化纤浆粕制造2811，人造纤维（纤维 素纤维）制造 2812，锦纶纤维制造 2821，涤纶纤维制造2822，腈纶纤维 制造2823，维纶纤维制造2824，氨 纶纤维制造2826，其他合成纤维制造 2829，生物基化学纤维制造2831（莱 赛尔纤维制造）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
60,二十三、化学纤维制造业28,"纤维素纤维原料及纤维制造281，合成
纤维制造282，生物基材料制造283",281;282;283,KEY,2826,class,氨纶纤维制造,4，氨纶纤维制造2826，其他合成纤维制,化纤浆粕制造2811，人造纤维（纤维 素纤维）制造 2812，锦纶纤维制造 2821，涤纶纤维制造2822，腈纶纤维 制造2823，维纶纤维制造2824，氨 纶纤维制造2826，其他合成纤维制造 2829，生物基化学纤维制造2831（莱 赛尔纤维制造）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
60,二十三、化学纤维制造业28,"纤维素纤维原料及纤维制造281，合成
纤维制造282，生物基材料制造283",281;282;283,KEY,2829,class,其他合成纤维制造,其他合成纤维制造2829，生物基化学纤维,化纤浆粕制造2811，人造纤维（纤维 素纤维）制造 2812，锦纶纤维制造 2821，涤纶纤维制造2822，腈纶纤维 制造2823，维纶纤维制造2824，氨 纶纤维制造2826，其他合成纤维制造 2829，生物基化学纤维制造2831（莱 赛尔纤维制造）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
60,二十三、化学纤维制造业28,"纤维素纤维原料及纤维制造281，合成
纤维制造282，生物基材料制造283",281;282;283,KEY,2831,class,生物基化学纤维制造,物基化学纤维制造2831（莱赛尔纤维制造,化纤浆粕制造2811，人造纤维（纤维 素纤维）制造 2812，锦纶纤维制造 2821，涤纶纤维制造2822，腈纶纤维 制造2823，维纶纤维制造2824，氨 纶纤维制造2826，其他合成纤维制造 2829，生物基化学纤维制造2831（莱 赛尔纤维制造）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
60,二十三、化学纤维制造业28,"纤维素纤维原料及纤维制造281，合成
纤维制造282，生物基材料制造283",281;282;283,REGISTRATION,2825,class,丙纶纤维制造,丙纶纤维制造2825，生物基化学纤维,丙纶纤维制造2825，生物基化学纤维制 造2831（除莱赛尔纤维制造以外的）， 生物基、淀粉基新材料制造2832,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
60,二十三、化学纤维制造业28,"纤维素纤维原料及纤维制造281，合成
纤维制造282，生物基材料制造283",281;282;283,REGISTRATION,2831,class,生物基化学纤维制造,物基化学纤维制造2831（除莱赛尔纤维制,丙纶纤维制造2825，生物基化学纤维制 造2831（除莱赛尔纤维制造以外的）， 生物基、淀粉基新材料制造2832,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
60,二十三、化学纤维制造业28,"纤维素纤维原料及纤维制造281，合成
纤维制造282，生物基材料制造283",281;282;283,REGISTRATION,2832,class,生物基、淀粉基新材料制造,淀粉基新材料制造2832,丙纶纤维制造2825，生物基化学纤维制 造2831（除莱赛尔纤维制造以外的）， 生物基、淀粉基新材料制造2832,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
61,二十四、橡胶和塑料制品业29,橡胶制品业291,291,SIMPLIFIED,2911,class,轮胎制造,理以外的轮胎制造2911、年耗胶量200,除重点管理以外的轮胎制造2911、年 耗胶量2000 吨及以上的橡胶板、管、 带制造2912、橡胶零件制造2913、再 生橡胶制造2914、日用及医用橡胶制 品制造 2915、运动场地用塑胶制造 2916、其他橡胶制品制造2919,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
61,二十四、橡胶和塑料制品业29,橡胶制品业291,291,SIMPLIFIED,2912,class,橡胶板、管、带制造,胶板、管、带制造2912、橡胶零件制造2,除重点管理以外的轮胎制造2911、年 耗胶量2000 吨及以上的橡胶板、管、 带制造2912、橡胶零件制造2913、再 生橡胶制造2914、日用及医用橡胶制 品制造 2915、运动场地用塑胶制造 2916、其他橡胶制品制造2919,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
61,二十四、橡胶和塑料制品业29,橡胶制品业291,291,SIMPLIFIED,2913,class,橡胶零件制造,2、橡胶零件制造2913、再生橡胶制造2,除重点管理以外的轮胎制造2911、年 耗胶量2000 吨及以上的橡胶板、管、 带制造2912、橡胶零件制造2913、再 生橡胶制造2914、日用及医用橡胶制 品制造 2915、运动场地用塑胶制造 2916、其他橡胶制品制造2919,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
61,二十四、橡胶和塑料制品业29,橡胶制品业291,291,SIMPLIFIED,2914,class,再生橡胶制造,3、再生橡胶制造2914、日用及医用橡胶,除重点管理以外的轮胎制造2911、年 耗胶量2000 吨及以上的橡胶板、管、 带制造2912、橡胶零件制造2913、再 生橡胶制造2914、日用及医用橡胶制 品制造 2915、运动场地用塑胶制造 2916、其他橡胶制品制造2919,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
61,二十四、橡胶和塑料制品业29,橡胶制品业291,291,SIMPLIFIED,2915,class,日用及医用橡胶制品制造,医用橡胶制品制造2915、运动场地用塑胶,除重点管理以外的轮胎制造2911、年 耗胶量2000 吨及以上的橡胶板、管、 带制造2912、橡胶零件制造2913、再 生橡胶制造2914、日用及医用橡胶制 品制造 2915、运动场地用塑胶制造 2916、其他橡胶制品制造2919,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
61,二十四、橡胶和塑料制品业29,橡胶制品业291,291,SIMPLIFIED,2916,class,运动场地用塑胶制造,动场地用塑胶制造2916、其他橡胶制品制,除重点管理以外的轮胎制造2911、年 耗胶量2000 吨及以上的橡胶板、管、 带制造2912、橡胶零件制造2913、再 生橡胶制造2914、日用及医用橡胶制 品制造 2915、运动场地用塑胶制造 2916、其他橡胶制品制造2919,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
61,二十四、橡胶和塑料制品业29,橡胶制品业291,291,SIMPLIFIED,2919,class,其他橡胶制品制造,其他橡胶制品制造2919,除重点管理以外的轮胎制造2911、年 耗胶量2000 吨及以上的橡胶板、管、 带制造2912、橡胶零件制造2913、再 生橡胶制造2914、日用及医用橡胶制 品制造 2915、运动场地用塑胶制造 2916、其他橡胶制品制造2919,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
62,二十四、橡胶和塑料制品业29,塑料制品业292,292,KEY,2925,class,塑料人造革、合成革制造,造革、合成革制造2925,塑料人造革、合成革制造2925,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
62,二十四、橡胶和塑料制品业29,塑料制品业292,292,SIMPLIFIED,2924,class,泡沫塑料制造,上的泡沫塑料制造2924，年产1万吨及以,年产 1 万吨及以上的泡沫塑料制造 2924，年产1 万吨及以上涉及改性的 塑料薄膜制造2921、塑料板、管、型 材制造2922、塑料丝、绳和编织品制 造 2923、塑料包装箱及容器制造 2926、日用塑料品制造2927、人造草 坪制造2928、塑料零件及其他塑料制 品制造2929,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
62,二十四、橡胶和塑料制品业29,塑料制品业292,292,SIMPLIFIED,2921,class,塑料薄膜制造,性的塑料薄膜制造2921、塑料板、管、型,年产 1 万吨及以上的泡沫塑料制造 2924，年产1 万吨及以上涉及改性的 塑料薄膜制造2921、塑料板、管、型 材制造2922、塑料丝、绳和编织品制 造 2923、塑料包装箱及容器制造 2926、日用塑料品制造2927、人造草 坪制造2928、塑料零件及其他塑料制 品制造2929,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
62,二十四、橡胶和塑料制品业29,塑料制品业292,292,SIMPLIFIED,2922,class,塑料板、管、型材制造,板、管、型材制造2922、塑料丝、绳和编,年产 1 万吨及以上的泡沫塑料制造 2924，年产1 万吨及以上涉及改性的 塑料薄膜制造2921、塑料板、管、型 材制造2922、塑料丝、绳和编织品制 造 2923、塑料包装箱及容器制造 2926、日用塑料品制造2927、人造草 坪制造2928、塑料零件及其他塑料制 品制造2929,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
62,二十四、橡胶和塑料制品业29,塑料制品业292,292,SIMPLIFIED,2923,class,塑料丝、绳及编织品制造,、绳和编织品制造2923、塑料包装箱及容,年产 1 万吨及以上的泡沫塑料制造 2924，年产1 万吨及以上涉及改性的 塑料薄膜制造2921、塑料板、管、型 材制造2922、塑料丝、绳和编织品制 造 2923、塑料包装箱及容器制造 2926、日用塑料品制造2927、人造草 坪制造2928、塑料零件及其他塑料制 品制造2929,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
62,二十四、橡胶和塑料制品业29,塑料制品业292,292,SIMPLIFIED,2926,class,塑料包装箱及容器制造,包装箱及容器制造2926、日用塑料品制造,年产 1 万吨及以上的泡沫塑料制造 2924，年产1 万吨及以上涉及改性的 塑料薄膜制造2921、塑料板、管、型 材制造2922、塑料丝、绳和编织品制 造 2923、塑料包装箱及容器制造 2926、日用塑料品制造2927、人造草 坪制造2928、塑料零件及其他塑料制 品制造2929,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
62,二十四、橡胶和塑料制品业29,塑料制品业292,292,SIMPLIFIED,2927,class,日用塑料制品制造,、日用塑料品制造2927、人造草坪制造2,年产 1 万吨及以上的泡沫塑料制造 2924，年产1 万吨及以上涉及改性的 塑料薄膜制造2921、塑料板、管、型 材制造2922、塑料丝、绳和编织品制 造 2923、塑料包装箱及容器制造 2926、日用塑料品制造2927、人造草 坪制造2928、塑料零件及其他塑料制 品制造2929,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
62,二十四、橡胶和塑料制品业29,塑料制品业292,292,SIMPLIFIED,2928,class,人造草坪制造,7、人造草坪制造2928、塑料零件及其他,年产 1 万吨及以上的泡沫塑料制造 2924，年产1 万吨及以上涉及改性的 塑料薄膜制造2921、塑料板、管、型 材制造2922、塑料丝、绳和编织品制 造 2923、塑料包装箱及容器制造 2926、日用塑料品制造2927、人造草 坪制造2928、塑料零件及其他塑料制 品制造2929,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
62,二十四、橡胶和塑料制品业29,塑料制品业292,292,SIMPLIFIED,2929,class,塑料零件及其他塑料制品制造,其他塑料制品制造2929,年产 1 万吨及以上的泡沫塑料制造 2924，年产1 万吨及以上涉及改性的 塑料薄膜制造2921、塑料板、管、型 材制造2922、塑料丝、绳和编织品制 造 2923、塑料包装箱及容器制造 2926、日用塑料品制造2927、人造草 坪制造2928、塑料零件及其他塑料制 品制造2929,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
63,二十五、非金属矿物制品业30,"水泥、石灰和石膏制造301，石膏、水
泥制品及类似制品制造302",301;302,SIMPLIFIED,3012,class,石灰和石膏制造,、石灰和石膏制造3012,水泥粉磨站、石灰和石膏制造3012,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
63,二十五、非金属矿物制品业30,"水泥、石灰和石膏制造301，石膏、水
泥制品及类似制品制造302",301;302,REGISTRATION,3021,class,水泥制品制造,水泥制品制造3021，砼结构构件制造,水泥制品制造 3021，砼结构构件制造 3022，石棉水泥制品制造3023，轻质建 筑材料制造3024，其他水泥类似制品制 造3029,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
63,二十五、非金属矿物制品业30,"水泥、石灰和石膏制造301，石膏、水
泥制品及类似制品制造302",301;302,REGISTRATION,3022,class,砼结构构件制造,，砼结构构件制造3022，石棉水泥制品制,水泥制品制造 3021，砼结构构件制造 3022，石棉水泥制品制造3023，轻质建 筑材料制造3024，其他水泥类似制品制 造3029,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
63,二十五、非金属矿物制品业30,"水泥、石灰和石膏制造301，石膏、水
泥制品及类似制品制造302",301;302,REGISTRATION,3023,class,石棉水泥制品制造,石棉水泥制品制造3023，轻质建筑材料制,水泥制品制造 3021，砼结构构件制造 3022，石棉水泥制品制造3023，轻质建 筑材料制造3024，其他水泥类似制品制 造3029,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
63,二十五、非金属矿物制品业30,"水泥、石灰和石膏制造301，石膏、水
泥制品及类似制品制造302",301;302,REGISTRATION,3024,class,轻质建筑材料制造,轻质建筑材料制造3024，其他水泥类似制,水泥制品制造 3021，砼结构构件制造 3022，石棉水泥制品制造3023，轻质建 筑材料制造3024，其他水泥类似制品制 造3029,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
63,二十五、非金属矿物制品业30,"水泥、石灰和石膏制造301，石膏、水
泥制品及类似制品制造302",301;302,REGISTRATION,3029,class,其他水泥类似制品制造,水泥类似制品制造3029,水泥制品制造 3021，砼结构构件制造 3022，石棉水泥制品制造3023，轻质建 筑材料制造3024，其他水泥类似制品制 造3029,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
64,二十五、非金属矿物制品业30,砖瓦、石材等建筑材料制造303,303,KEY,3031,class,粘土砖瓦及建筑砌块制造,瓦及建筑砌块制造3031（以煤或者煤矸石,粘土砖瓦及建筑砌块制造3031（以煤 或者煤矸石为燃料的烧结砖瓦）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
64,二十五、非金属矿物制品业30,砖瓦、石材等建筑材料制造303,303,SIMPLIFIED,3031,class,粘土砖瓦及建筑砌块制造,瓦及建筑砌块制造3031（除以煤或者煤矸,粘土砖瓦及建筑砌块制造3031（除以 煤或者煤矸石为燃料的烧结砖瓦以 外的），建筑用石加工3032，防水建 筑材料制造3033，隔热和隔音材料制 造3034，其他建筑材料制造3039， 以上均不含仅切割加工的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
64,二十五、非金属矿物制品业30,砖瓦、石材等建筑材料制造303,303,SIMPLIFIED,3032,class,建筑用石加工,），建筑用石加工3032，防水建筑材料制,粘土砖瓦及建筑砌块制造3031（除以 煤或者煤矸石为燃料的烧结砖瓦以 外的），建筑用石加工3032，防水建 筑材料制造3033，隔热和隔音材料制 造3034，其他建筑材料制造3039， 以上均不含仅切割加工的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
64,二十五、非金属矿物制品业30,砖瓦、石材等建筑材料制造303,303,SIMPLIFIED,3033,class,防水建筑材料制造,防水建筑材料制造3033，隔热和隔音材料,粘土砖瓦及建筑砌块制造3031（除以 煤或者煤矸石为燃料的烧结砖瓦以 外的），建筑用石加工3032，防水建 筑材料制造3033，隔热和隔音材料制 造3034，其他建筑材料制造3039， 以上均不含仅切割加工的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
64,二十五、非金属矿物制品业30,砖瓦、石材等建筑材料制造303,303,SIMPLIFIED,3034,class,隔热和隔音材料制造,热和隔音材料制造3034，其他建筑材料制,粘土砖瓦及建筑砌块制造3031（除以 煤或者煤矸石为燃料的烧结砖瓦以 外的），建筑用石加工3032，防水建 筑材料制造3033，隔热和隔音材料制 造3034，其他建筑材料制造3039， 以上均不含仅切割加工的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
64,二十五、非金属矿物制品业30,砖瓦、石材等建筑材料制造303,303,SIMPLIFIED,3039,class,其他建筑材料制造,其他建筑材料制造3039，以上均不含仅切,粘土砖瓦及建筑砌块制造3031（除以 煤或者煤矸石为燃料的烧结砖瓦以 外的），建筑用石加工3032，防水建 筑材料制造3033，隔热和隔音材料制 造3034，其他建筑材料制造3039， 以上均不含仅切割加工的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,12
65,二十五、非金属矿物制品业30,玻璃制造304,304,KEY,3041,class,平板玻璃制造,平板玻璃制造3041,平板玻璃制造3041,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
65,二十五、非金属矿物制品业30,玻璃制造304,304,SIMPLIFIED,3042,class,特种玻璃制造,特种玻璃制造3042,特种玻璃制造3042,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
65,二十五、非金属矿物制品业30,玻璃制造304,304,REGISTRATION,3049,class,其他玻璃制造,其他玻璃制造3049,其他玻璃制造3049,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
68,二十五、非金属矿物制品业30,陶瓷制品制造307,307,KEY,3071,class,建筑陶瓷制品制造,建筑陶瓷制品制造3071（以煤、石油焦、,建筑陶瓷制品制造3071（以煤、石油 焦、油和发生炉煤气为燃料的），卫 生陶瓷制品制造3072（年产150 万件 及以上的），日用陶瓷制品制造3074 （年产250 万件及以上的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,13
